trade_id,trade_date,timepoint,prod_winner,prod_margin,ktc_winner,ktc_margin,ktc_playersonly_winner,ktc_playersonly_margin,verdict_flip
1278609411799027712,2025-09-30,then,zachlearningtogolf,81.0,lndahayo,339.9,,0.0,YES
1278609411799027712,2025-09-30,now,zachlearningtogolf,281.0,zachlearningtogolf,1370.2,,0.0,no
1278590799092658176,2025-09-30,then,jwalters74,69.0,jwalters74,302.1,jwalters74,321.0,no
1278590799092658176,2025-09-30,now,zachlearningtogolf,483.0,zachlearningtogolf,575.2,zachlearningtogolf,567.0,no
1277109098646605824,2025-09-26,then,zachlearningtogolf,20.0,zachlearningtogolf,1009.9,,0.0,no
1277109098646605824,2025-09-26,now,zachlearningtogolf,5.0,zachlearningtogolf,1327.9,,0.0,no
1276812030426251264,2025-09-25,then,lndahayo,54.0,lndahayo,3005.6,lndahayo,3005.6,no
1276812030426251264,2025-09-25,now,gnewman4,30.0,lndahayo,2535.2,lndahayo,2535.2,YES
1276246071017742336,2025-09-23,then,jakeduf,115.0,donewton,368.8,,0.0,YES
1276246071017742336,2025-09-23,now,donewton,645.0,donewton,918.4,,0.0,no
1273767222258454528,2025-09-16,then,donewton,2.0,donewton,1.6,,0.0,no
1273767222258454528,2025-09-16,now,donewton,14.0,donewton,11.5,,0.0,no
1273723036767371264,2025-09-16,then,jwalters74,558.0,jwalters74,209.2,jwalters74,4741.0,no
1273723036767371264,2025-09-16,now,jwalters74,869.0,jwalters74,1181.9,jwalters74,4840.0,no
1272244641206398976,2025-09-12,then,wkerwin,218.0,zachlearningtogolf,120.2,,0.0,YES
1272244641206398976,2025-09-12,now,zachlearningtogolf,491.0,zachlearningtogolf,1076.2,,0.0,no
1264650342717472768,2025-08-22,then,zachlearningtogolf,1546.0,zachlearningtogolf,273.0,zachlearningtogolf,273.0,no
1264650342717472768,2025-08-22,now,zachlearningtogolf,2266.0,zachlearningtogolf,1636.0,zachlearningtogolf,1636.0,no
1264067657422864384,2025-08-21,then,jwalters74,2291.0,tylerpilgrim,2059.2,jwalters74,1288.0,YES
1264067657422864384,2025-08-21,now,tylerpilgrim,3251.0,tylerpilgrim,6459.4,tylerpilgrim,1469.0,no
1259713999834984449,2025-08-09,then,lndahayo,264.0,lndahayo,92.0,,0.0,no
1259713999834984449,2025-08-09,now,lndahayo,251.0,lndahayo,294.7,,0.0,no
1259296297278525440,2025-08-07,then,thekylecasey,64.0,zachlearningtogolf,453.5,,0.0,YES
1259296297278525440,2025-08-07,now,zachlearningtogolf,68.0,zachlearningtogolf,693.1,,0.0,no
1259245972907622400,2025-08-07,then,lndahayo,121.0,jwalters74,1710.9,lndahayo,1752.0,YES
1259245972907622400,2025-08-07,now,jwalters74,1087.0,jwalters74,1237.2,lndahayo,3836.0,no
1259211370491023360,2025-08-07,then,cjsyregelas,83.0,lndahayo,2493.6,lndahayo,1633.0,YES
1259211370491023360,2025-08-07,now,lndahayo,1854.0,lndahayo,4515.3,lndahayo,2005.0,no
1259206111249039360,2025-08-07,then,zachlearningtogolf,1011.0,mgaeta23,3516.2,zachlearningtogolf,1683.5,YES
1259206111249039360,2025-08-07,now,mgaeta23,301.0,mgaeta23,4454.6,zachlearningtogolf,608.2,no
1256714512900292608,2025-07-31,then,jakeduf,1262.0,jakeduf,281.7,jakeduf,518.0,no
1256714512900292608,2025-07-31,now,brevinowens,61.0,jakeduf,140.0,jakeduf,309.0,YES
1251046974694637568,2025-07-16,then,mgaeta23,120.0,donewton,87.8,,0.0,YES
1251046974694637568,2025-07-16,now,donewton,51.0,donewton,944.4,,0.0,no
1251038903863881728,2025-07-16,then,donewton,163.0,zachlearningtogolf,692.9,,0.0,YES
1251038903863881728,2025-07-16,now,donewton,1552.0,donewton,1134.5,,0.0,no
1248286928684462080,2025-07-08,then,jwalters74,94.0,jwalters74,359.2,,0.0,no
1248286928684462080,2025-07-08,now,wkerwin,450.0,wkerwin,487.2,,0.0,no
1243355152602103808,2025-06-24,then,jwalters74,2185.0,thekylecasey,2177.5,thekylecasey,2664.0,YES
1243355152602103808,2025-06-24,now,jwalters74,489.0,thekylecasey,2890.0,thekylecasey,3301.0,YES
1234547168593858560,2025-05-31,then,jwalters74,37.0,jwalters74,2401.4,gnewman4,1173.0,no
1234547168593858560,2025-05-31,now,jwalters74,524.0,jwalters74,2262.2,gnewman4,665.0,no
1230670926694076416,2025-05-20,then,zachlearningtogolf,618.0,donewton,581.9,zachlearningtogolf,1771.0,YES
1230670926694076416,2025-05-20,now,donewton,554.0,donewton,3534.0,donewton,1186.0,no
1230259367983456256,2025-05-19,then,cjsyregelas,5.0,cjsyregelas,4.1,,0.0,no
1230259367983456256,2025-05-19,now,donewton,3.0,donewton,2.5,,0.0,no
1228149347338698753,2025-05-13,then,lndahayo,250.0,donewton,1235.7,,0.0,YES
1228149347338698753,2025-05-13,now,lndahayo,271.0,donewton,1430.6,,0.0,YES
1227129044529582080,2025-05-11,then,zachlearningtogolf,168.0,jwalters74,1974.0,,0.0,YES
1227129044529582080,2025-05-11,now,zachlearningtogolf,1568.0,jwalters74,80.9,,0.0,YES
1226043559040270336,2025-05-08,then,jakeduf,549.0,donewton,1334.2,,0.0,YES
1226043559040270336,2025-05-08,now,jakeduf,62.0,donewton,2085.0,,0.0,YES
1225522406177652736,2025-05-06,then,jwalters74,56.0,jwalters74,3360.0,jwalters74,989.0,no
1225522406177652736,2025-05-06,now,jwalters74,4542.0,jwalters74,8378.7,jwalters74,5988.0,no
1225160597755142144,2025-05-05,then,gnewman4,298.0,gnewman4,658.7,gnewman4,1082.0,no
1225160597755142144,2025-05-05,now,zachlearningtogolf,344.0,zachlearningtogolf,42.1,gnewman4,446.0,no
1225135748596899840,2025-05-05,then,zachlearningtogolf,60.0,wkerwin,1846.8,,0.0,YES
1225135748596899840,2025-05-05,now,wkerwin,27.0,wkerwin,2262.5,,0.0,no
1224849692341309440,2025-05-04,then,jwalters74,695.0,wkerwin,1534.5,jwalters74,3301.0,YES
1224849692341309440,2025-05-04,now,jwalters74,26.0,wkerwin,2099.7,jwalters74,2689.0,YES
1224449044198203392,2025-05-03,then,gnewman4,2157.0,gnewman4,3451.0,zachlearningtogolf,1481.0,no
1224449044198203392,2025-05-03,now,gnewman4,5786.0,gnewman4,4760.1,gnewman4,760.0,no
1223771077000306688,2025-05-01,then,tylerpilgrim,120.0,tylerpilgrim,199.0,tylerpilgrim,199.0,no
1223771077000306688,2025-05-01,now,tylerpilgrim,636.0,tylerpilgrim,1577.0,tylerpilgrim,1577.0,no
1223711584585531392,2025-05-01,then,mgaeta23,19.0,mgaeta23,2352.1,,0.0,no
1223711584585531392,2025-05-01,now,mgaeta23,21.0,mgaeta23,2353.7,,0.0,no
1223665024673783808,2025-05-01,then,jakeduf,20.0,jakeduf,2352.9,,0.0,no
1223665024673783808,2025-05-01,now,thekylecasey,465.0,jakeduf,1955.1,,0.0,YES
1223664469255671808,2025-05-01,then,cjsyregelas,73.0,cjsyregelas,787.4,,0.0,no
1223664469255671808,2025-05-01,now,cjsyregelas,16.0,cjsyregelas,601.4,,0.0,no
1223663647079792640,2025-05-01,then,mgaeta23,2.0,mgaeta23,1.6,,0.0,no
1223663647079792640,2025-05-01,now,mgaeta23,1.0,mgaeta23,0.8,,0.0,no
1223657978725400576,2025-05-01,then,jakeduf,34.0,jakeduf,27.9,,0.0,no
1223657978725400576,2025-05-01,now,jwalters74,161.0,jwalters74,132.1,,0.0,no
1223523595133657088,2025-05-01,then,tylerpilgrim,961.0,tylerpilgrim,581.7,tylerpilgrim,649.0,no
1223523595133657088,2025-05-01,now,tylerpilgrim,152.0,tylerpilgrim,466.3,tylerpilgrim,431.0,no
1223496024669028352,2025-05-01,then,gnewman4,34.0,gnewman4,2156.5,,0.0,no
1223496024669028352,2025-05-01,now,gnewman4,16.0,gnewman4,2560.9,,0.0,no
1223495018262581248,2025-05-01,then,gnewman4,945.0,gnewman4,845.5,,0.0,no
1223495018262581248,2025-05-01,now,gnewman4,2128.0,gnewman4,2490.3,,0.0,no
1223467807560183808,2025-05-01,then,jakeduf,24.0,jakeduf,2551.6,,0.0,no
1223467807560183808,2025-05-01,now,jakeduf,621.0,jakeduf,2982.5,,0.0,no
1223423845638090752,2025-04-30,then,lndahayo,18.0,lndahayo,14.8,,0.0,no
1223423845638090752,2025-04-30,now,lndahayo,1236.0,lndahayo,1014.0,,0.0,no
1223400000990486528,2025-04-30,then,donewton,1932.0,donewton,4574.0,donewton,7310.0,no
1223400000990486528,2025-04-30,now,zachlearningtogolf,121.0,donewton,1994.0,donewton,4986.0,YES
1223398803554451456,2025-04-30,then,gnewman4,25.0,gnewman4,2357.0,,0.0,no
1223398803554451456,2025-04-30,now,jwalters74,1726.0,gnewman4,920.6,,0.0,YES
1223365523358621696,2025-04-30,then,wkerwin,4669.0,wkerwin,6166.8,,0.0,no
1223365523358621696,2025-04-30,now,donewton,2024.0,wkerwin,676.1,,0.0,YES
1223059650442706944,2025-04-29,then,donewton,242.0,donewton,198.5,,0.0,no
1223059650442706944,2025-04-29,now,donewton,946.0,donewton,776.1,,0.0,no
1223058419775193088,2025-04-29,then,mgaeta23,520.0,mgaeta23,2529.8,zachlearningtogolf,13.5,no
1223058419775193088,2025-04-29,now,mgaeta23,3786.0,mgaeta23,5039.9,zachlearningtogolf,879.9,no
1223003680916123648,2025-04-29,then,donewton,1080.0,jwalters74,2805.6,donewton,1572.0,YES
1223003680916123648,2025-04-29,now,donewton,2313.0,jwalters74,2000.4,donewton,1574.0,YES
1222779260813459456,2025-04-29,then,zachlearningtogolf,595.0,zachlearningtogolf,1672.4,jwalters74,1527.0,no
1222779260813459456,2025-04-29,now,jwalters74,300.0,jwalters74,2188.8,jwalters74,2827.0,no
1222706043209924608,2025-04-28,then,thekylecasey,566.0,donewton,1974.7,donewton,694.0,YES
1222706043209924608,2025-04-28,now,thekylecasey,1492.0,donewton,1015.3,donewton,445.0,YES
1220272163022438400,2025-04-22,then,donewton,1411.0,donewton,142.4,zachlearningtogolf,3236.0,no
1220272163022438400,2025-04-22,now,donewton,3896.0,donewton,3899.5,zachlearningtogolf,1515.0,no
1211903239012765696,2025-03-30,then,donewton,25.0,gnewman4,2316.0,,0.0,YES
1211903239012765696,2025-03-30,now,donewton,1415.0,gnewman4,1175.7,,0.0,YES
1209959102013263872,2025-03-24,then,cjsyregelas,1788.0,zachlearningtogolf,9279.3,zachlearningtogolf,643.0,YES
1209959102013263872,2025-03-24,now,zachlearningtogolf,2414.0,zachlearningtogolf,12238.4,zachlearningtogolf,2255.0,no
1207589817261490176,2025-03-18,then,jwalters74,2010.0,jwalters74,4163.3,jwalters74,4832.0,no
1207589817261490176,2025-03-18,now,lndahayo,2509.0,jwalters74,478.7,jwalters74,3725.0,YES
1206314724464001024,2025-03-14,then,donewton,1761.0,gnewman4,891.9,,0.0,YES
1206314724464001024,2025-03-14,now,gnewman4,3012.0,gnewman4,4807.4,,0.0,no
1344753356916146176,2026-03-31,then,jakeduf,86.0,jakeduf,64.1,zachlearningtogolf,2343.0,no
1344753356916146176,2026-03-31,now,zachlearningtogolf,13.0,zachlearningtogolf,587.9,zachlearningtogolf,2995.0,no
1343720269935558656,2026-03-28,then,jwalters74,27.0,jwalters74,3015.7,jwalters74,657.0,no
1343720269935558656,2026-03-28,now,lndahayo,362.0,jwalters74,3366.7,jwalters74,1008.0,YES
1337134442841378816,2026-03-10,then,jwalters74,112.0,jwalters74,1377.4,tylerpilgrim,1051.0,no
1337134442841378816,2026-03-10,now,tylerpilgrim,1626.0,jwalters74,1546.4,tylerpilgrim,882.0,YES
1335782944433790976,2026-03-06,then,thekylecasey,359.0,thekylecasey,4564.8,thekylecasey,1517.0,no
1335782944433790976,2026-03-06,now,donewton,947.0,thekylecasey,4657.5,thekylecasey,2307.0,YES
1354504941384794112,2026-04-27,then,mgaeta23,408.0,cjsyregelas,157.0,cjsyregelas,157.0,YES
1354504941384794112,2026-04-27,now,mgaeta23,517.0,mgaeta23,56.0,mgaeta23,56.0,no
1354530759280455680,2026-04-27,then,wkerwin,454.0,jakeduf,1964.1,,0.0,YES
1354530759280455680,2026-04-27,now,wkerwin,319.0,jakeduf,2074.8,,0.0,YES
1354897993991454720,2026-04-28,then,wkerwin,243.0,wkerwin,421.2,,0.0,no
1354897993991454720,2026-04-28,now,wkerwin,40.0,wkerwin,481.2,,0.0,no
1355578317075406848,2026-04-30,then,jakeduf,81.0,jakeduf,310.5,,0.0,no
1355578317075406848,2026-04-30,now,jakeduf,101.0,jakeduf,411.9,,0.0,no
1355348943742988288,2026-04-29,then,cjsyregelas,23.0,zachlearningtogolf,381.9,,0.0,YES
1355348943742988288,2026-04-29,now,cjsyregelas,16.0,zachlearningtogolf,405.9,,0.0,YES
1355347137491124224,2026-04-29,then,wkerwin,13.0,wkerwin,2522.4,,0.0,no
1355347137491124224,2026-04-29,now,wkerwin,14.0,wkerwin,2449.7,,0.0,no
1355265411066634240,2026-04-29,then,mgaeta23,78.0,mgaeta23,333.7,,0.0,no
1355265411066634240,2026-04-29,now,mgaeta23,190.0,mgaeta23,232.6,,0.0,no
1355614830769217536,2026-04-30,then,gnewman4,867.0,mgaeta23,1586.1,gnewman4,789.0,YES
1355614830769217536,2026-04-30,now,gnewman4,837.0,mgaeta23,1695.3,gnewman4,674.0,YES
1357507526374998016,2026-05-05,then,gnewman4,167.0,gnewman4,1117.4,gnewman4,1133.0,no
1357507526374998016,2026-05-05,now,gnewman4,125.0,gnewman4,1012.1,gnewman4,1026.0,no
1356867177117937664,2026-05-04,then,jakeduf,87.0,jwalters74,133.5,,0.0,YES
1356867177117937664,2026-05-04,now,jakeduf,89.0,jwalters74,42.7,,0.0,YES
1388760077904650240,2026-07-31,then,tylerpilgrim,121.0,tylerpilgrim,1537.5,tylerpilgrim,4267.0,no
1388760077904650240,2026-07-31,now,tylerpilgrim,290.0,tylerpilgrim,1632.8,tylerpilgrim,4359.0,no
1388678727138840576,2026-07-30,then,tylerpilgrim,6.0,tylerpilgrim,1102.7,,0.0,no
1388678727138840576,2026-07-30,now,tylerpilgrim,6.0,tylerpilgrim,1134.7,,0.0,no
1388633217661145088,2026-07-30,then,brevinowens,38.0,brevinowens,204.0,,0.0,no
1388633217661145088,2026-07-30,now,brevinowens,38.0,brevinowens,272.0,,0.0,no
1388605639894249472,2026-07-30,then,tylerpilgrim,360.0,tylerpilgrim,2945.0,tylerpilgrim,2945.0,no
1388605639894249472,2026-07-30,now,tylerpilgrim,174.0,tylerpilgrim,2687.0,tylerpilgrim,2687.0,no
1388374053886099456,2026-07-30,then,tylerpilgrim,481.0,brevinowens,1749.0,brevinowens,1749.0,YES
1388374053886099456,2026-07-30,now,tylerpilgrim,489.0,brevinowens,1499.0,brevinowens,1499.0,YES
1390130079702487040,2026-08-03,then,jwalters74,695.0,cjsyregelas,1654.5,jwalters74,705.0,YES
1390130079702487040,2026-08-03,now,jwalters74,632.0,cjsyregelas,1679.7,jwalters74,679.0,YES
1391178896967229440,2026-08-06,then,jakeduf,888.0,jakeduf,1005.1,,0.0,no
1391178896967229440,2026-08-06,now,jakeduf,860.0,jakeduf,1033.3,,0.0,no
1390796022585774080,2026-08-05,then,gnewman4,1210.0,gnewman4,1705.0,gnewman4,7533.0,no
1390796022585774080,2026-08-05,now,gnewman4,1135.0,gnewman4,1791.0,gnewman4,7637.0,no
1390759953450414080,2026-08-05,then,cjsyregelas,648.0,cjsyregelas,2114.0,cjsyregelas,2114.0,no
1390759953450414080,2026-08-05,now,cjsyregelas,1030.0,cjsyregelas,2123.0,cjsyregelas,2123.0,no
1391287814628311040,2026-08-07,then,cjsyregelas,32.0,cjsyregelas,2235.8,donewton,154.0,no
1391287814628311040,2026-08-07,now,cjsyregelas,32.0,cjsyregelas,2306.8,donewton,83.0,no
