trade_id,trade_date,player_name,sleeper_id,ktc_slug,receiving_team,giving_team,prod_value_at_trade,ktc_value_at_trade,ktc_at_trade_used_date,delta_at_trade,prod_value_current,ktc_value_current,delta_current,ktc_coverage
1293486502654791680,2025-11-10,Geno Smith,1373,geno-smith-671,zachlearningtogolf,gnewman4,636.0,1968,2025-11-10,1332.0,269.0,2160,1891.0,ok
1293486502654791680,2025-11-10,Justin Fields,7591,justin-fields-1015,gnewman4,zachlearningtogolf,676.0,2615,2025-11-10,1939.0,79.0,1881,1802.0,ok
1290567058949427200,2025-11-02,Jonathon Brooks,11583,jonathon-brooks-1568,jwalters74,tylerpilgrim,62.0,2254,2025-11-02,2192.0,439.0,3511,3072.0,ok
1290567058949427200,2025-11-02,Alvin Kamara,4035,alvin-kamara-282,tylerpilgrim,jwalters74,608.0,2922,2025-11-02,2314.0,58.0,2092,2034.0,ok
1290362815730708480,2025-11-01,Cedric Tillman,10444,cedric-tillman-1444,thekylecasey,lndahayo,220.0,2453,2025-11-01,2233.0,26.0,1706,1680.0,ok
1290362815730708480,2025-11-01,Tyrone Tracy,11655,tyrone-tracy-1632,lndahayo,thekylecasey,366.0,3097,2025-11-01,2731.0,160.0,2590,2430.0,ok
1290362815730708480,2025-11-01,Shedeur Sanders,12524,shedeur-sanders-1731,thekylecasey,lndahayo,513.0,2242,2025-11-01,1729.0,280.0,2655,2375.0,ok
1290362815730708480,2025-11-01,Kyle Monangai,12534,kyle-monangai-1766,lndahayo,thekylecasey,186.0,2881,2025-11-01,2695.0,513.0,3480,2967.0,ok
1290362815730708480,2025-11-01,Chris Godwin,4037,chris-godwin-299,lndahayo,thekylecasey,536.0,2817,2025-11-01,2281.0,553.0,2957,2404.0,ok
1288261486111641600,2025-10-26,Rashee Rice,10229,rashee-rice-1447,donewton,gnewman4,4559.0,5935,2025-10-26,1376.0,2783.0,4988,2205.0,ok
1288261486111641600,2025-10-26,Davante Adams,2133,davante-adams-277,gnewman4,donewton,1500.0,3678,2025-10-26,2178.0,786.0,3431,2645.0,ok
1288261486111641600,2025-10-26,Rashod Bateman,7571,rashod-bateman-1070,donewton,gnewman4,238.0,2469,2025-10-26,2231.0,42.0,2024,1982.0,ok
1288261486111641600,2025-10-26,Wan'Dale Robinson,8126,wan-dale-robinson-1274,gnewman4,donewton,425.0,3030,2025-10-26,2605.0,884.0,3451,2567.0,ok
1287157631126876160,2025-10-23,Pat Bryant,12492,pat-bryant-1782,donewton,tylerpilgrim,136.0,2253,2025-10-23,2117.0,118.0,2535,2417.0,ok
1287157631126876160,2025-10-23,Kayshon Boutte,9504,kayshon-boutte-1446,tylerpilgrim,donewton,128.0,2908,2025-10-23,2780.0,133.0,2601,2468.0,ok
1286931153982361600,2025-10-23,Dont'e Thornton,12541,dont-e-thornton-1787,zachlearningtogolf,jwalters74,212.0,2595,2025-10-23,2383.0,10.0,1916,1906.0,ok
1286931153982361600,2025-10-23,Alvin Kamara,4035,alvin-kamara-282,jwalters74,zachlearningtogolf,912.0,3167,2025-10-23,2255.0,58.0,2092,2034.0,ok
1286819210667765760,2025-10-22,Travis Kelce,1466,travis-kelce-264,tylerpilgrim,thekylecasey,382.0,2465,2025-10-22,2083.0,210.0,2557,2347.0,ok
1286819210667765760,2025-10-22,Jerry Jeudy,6783,jerry-jeudy-545,thekylecasey,tylerpilgrim,1108.0,3075,2025-10-22,1967.0,143.0,2464,2321.0,ok
1286819210667765760,2025-10-22,Justin Jefferson,6794,justin-jefferson-542,tylerpilgrim,thekylecasey,9513.0,8611,2025-10-22,-902.0,8032.0,7484,-548.0,ok
1286819210667765760,2025-10-22,George Pickens,8137,george-pickens-1279,thekylecasey,tylerpilgrim,2295.0,5356,2025-10-22,3061.0,4613.0,6154,1541.0,ok
1286819210667765760,2025-10-22,Jordan Mason,8408,jordan-mason-1330,tylerpilgrim,thekylecasey,237.0,3694,2025-10-22,3457.0,159.0,2796,2637.0,ok
1286504609589776384,2025-10-21,J.K. Dobbins,6806,jk-dobbins-636,mgaeta23,jwalters74,345.0,3510,2025-10-21,3165.0,226.0,3106,2880.0,ok
1286504609589776384,2025-10-21,Michael Pittman,6819,michael-pittman-536,jwalters74,mgaeta23,1126.0,3656,2025-10-21,2530.0,736.0,3396,2660.0,ok
1286504609589776384,2025-10-21,Isiah Pacheco,8205,isiah-pacheco-1266,jwalters74,mgaeta23,379.0,2614,2025-10-21,2235.0,75.0,2280,2205.0,ok
1286504609589776384,2025-10-21,Tyjae Spears,9508,tyjae-spears-1417,mgaeta23,jwalters74,239.0,2764,2025-10-21,2525.0,82.0,2500,2418.0,ok
1282804334102343680,2025-10-11,Trey Benson,11589,trey-benson-1565,zachlearningtogolf,jwalters74,537.0,3814,2025-10-11,3277.0,34.0,2033,1999.0,ok
1282804334102343680,2025-10-11,David Njoku,4033,david-njoku-252,jwalters74,zachlearningtogolf,1087.0,2895,2025-10-11,1808.0,66.0,2236,2170.0,ok
1282804334102343680,2025-10-11,Tee Higgins,6801,tee-higgins-543,zachlearningtogolf,jwalters74,3822.0,4671,2025-10-11,849.0,2796.0,4958,2162.0,ok
1282804334102343680,2025-10-11,James Cook,8138,james-cook-1231,jwalters74,zachlearningtogolf,3960.0,6172,2025-10-11,2212.0,4927.0,6185,1258.0,ok
1282507621953204224,2025-10-10,Kyle Williams,12547,kyle-williams-1812,wkerwin,lndahayo,163.0,2466,2025-10-10,2303.0,53.0,2076,2023.0,ok
1281334172710883328,2025-10-07,Theo Johnson,11597,theo-johnson-1620,donewton,tylerpilgrim,87.0,2132,2025-10-07,2045.0,35.0,2089,2054.0,ok
1281334172710883328,2025-10-07,Brenton Strange,9480,brenton-strange-1461,tylerpilgrim,donewton,269.0,2963,2025-10-07,2694.0,563.0,3065,2502.0,ok
1278946311571251200,2025-10-01,Trevor Etienne,12531,trevor-etienne-1756,zachlearningtogolf,lndahayo,35.0,2211,2025-10-01,2176.0,15.0,1911,1896.0,ok
1278946311571251200,2025-10-01,Matthew Stafford,421,matthew-stafford-356,lndahayo,zachlearningtogolf,938.0,2961,2025-10-01,2023.0,1223.0,3860,2637.0,ok
1278942529986764800,2025-10-01,D'Andre Swift,6790,d-andre-swift-639,lndahayo,jwalters74,734.0,3135,2025-10-01,2401.0,942.0,3750,2808.0,ok
1278942529986764800,2025-10-01,Brian Robinson,8154,brian-robinson-1232,jwalters74,lndahayo,134.0,2527,2025-10-01,2393.0,57.0,2362,2305.0,ok
1278916121231106048,2025-10-01,Quentin Johnston,9754,quentin-johnston-1441,gnewman4,tylerpilgrim,330.0,4340,2025-10-01,4010.0,662.0,3448,2786.0,ok
1278793259467935744,2025-09-30,Tyreek Hill,3321,tyreek-hill-286,donewton,jwalters74,2175.0,2744,2025-09-30,569.0,289.0,1266,977.0,ok
1278609411799027712,2025-09-30,Keenan Allen,1479,keenan-allen-265,lndahayo,zachlearningtogolf,222.0,2925,2025-09-30,2703.0,16.0,1210,1194.0,ok
1278590799092658176,2025-09-30,Mike Evans,2216,mike-evans-275,jwalters74,zachlearningtogolf,1030.0,3287,2025-09-30,2257.0,750.0,3293,2543.0,ok
1278590799092658176,2025-09-30,Matthew Stafford,421,matthew-stafford-356,zachlearningtogolf,jwalters74,938.0,2966,2025-09-30,2028.0,1223.0,3860,2637.0,ok
1277109098646605824,2025-09-26,Marcus Mariota,2307,marcus-mariota-23,gnewman4,zachlearningtogolf,0.0,1343,2025-09-26,1343.0,15.0,1025,1010.0,ok
1276812030426251264,2025-09-25,MarShawn Lloyd,11581,marshawn-lloyd-1575,gnewman4,lndahayo,4.0,1715,2025-09-25,1711.0,40.0,2146,2106.0,ok
1276812030426251264,2025-09-25,Taysom Hill,4381,,lndahayo,gnewman4,0.0,,,,3.0,,,no_ktc_data
1276812030426251264,2025-09-25,Noah Fant,5857,,lndahayo,gnewman4,58.0,,,,7.0,,,no_ktc_data
1276246071017742336,2025-09-23,Wan'Dale Robinson,8126,wan-dale-robinson-1274,donewton,jakeduf,215.0,2976,2025-09-23,2761.0,884.0,3451,2567.0,ok
1273767222258454528,2025-09-16,Kareem Hunt,4098,,mgaeta23,donewton,18.0,,,,3.0,,,no_ktc_data
1273723036767371264,2025-09-16,David Montgomery,5892,david-montgomery-288,mgaeta23,jwalters74,1150.0,3231,2025-09-16,2081.0,824.0,3449,2625.0,ok
1273723036767371264,2025-09-16,Tony Pollard,5967,tony-pollard-344,jwalters74,mgaeta23,931.0,3237,2025-09-16,2306.0,295.0,2757,2462.0,ok
1273723036767371264,2025-09-16,D'Andre Swift,6790,d-andre-swift-639,jwalters74,mgaeta23,878.0,3285,2025-09-16,2407.0,942.0,3750,2808.0,ok
1273723036767371264,2025-09-16,Tee Higgins,6801,tee-higgins-543,jwalters74,mgaeta23,3913.0,5268,2025-09-16,1355.0,2796.0,4958,2162.0,ok
1273723036767371264,2025-09-16,Michael Pittman,6819,michael-pittman-536,mgaeta23,jwalters74,731.0,3453,2025-09-16,2722.0,736.0,3396,2660.0,ok
1273723036767371264,2025-09-16,Isiah Pacheco,8205,isiah-pacheco-1266,mgaeta23,jwalters74,782.0,2996,2025-09-16,2214.0,75.0,2280,2205.0,ok
1273723036767371264,2025-09-16,Tyjae Spears,9508,tyjae-spears-1417,jwalters74,mgaeta23,175.0,2631,2025-09-16,2456.0,82.0,2500,2418.0,ok
1272244641206398976,2025-09-12,Daniel Jones,5870,daniel-jones-87,zachlearningtogolf,wkerwin,404.0,2967,2025-09-12,2563.0,1113.0,3923,2810.0,ok
1264650342717472768,2025-08-22,TreVeyon Henderson,12529,treveyon-henderson-1743,thekylecasey,zachlearningtogolf,2897.0,6056,2025-08-22,3159.0,2423.0,5220,2797.0,ok
1264650342717472768,2025-08-22,De'Von Achane,9226,de-von-achane-1398,zachlearningtogolf,thekylecasey,4443.0,6329,2025-08-22,1886.0,4689.0,6856,2167.0,ok
1264067657422864384,2025-08-21,LeQuint Allen,12544,lequint-allen-1761,tylerpilgrim,jwalters74,30.0,1293,2025-08-21,1263.0,13.0,2033,2020.0,ok
1264067657422864384,2025-08-21,Joshua Palmer,7670,joshua-palmer-1065,jwalters74,tylerpilgrim,171.0,2148,2025-08-21,1977.0,8.0,1469,1461.0,ok
1264067657422864384,2025-08-21,George Pickens,8137,george-pickens-1279,tylerpilgrim,jwalters74,1794.0,4621,2025-08-21,2827.0,4613.0,6154,1541.0,ok
1264067657422864384,2025-08-21,Breece Hall,8155,breece-hall-1224,jwalters74,tylerpilgrim,5176.0,5054,2025-08-21,-122.0,4602.0,5249,647.0,ok
1259713999834984449,2025-08-09,Shedeur Sanders,12524,shedeur-sanders-1731,lndahayo,jwalters74,306.0,2463,2025-08-09,2157.0,280.0,2655,2375.0,ok
1259296297278525440,2025-08-07,Will Howard,12511,will-howard-1736,thekylecasey,zachlearningtogolf,170.0,1970,2025-08-07,1800.0,18.0,1714,1696.0,ok
1259245972907622400,2025-08-07,Quinshon Judkins,12512,quinshon-judkins-1751,lndahayo,jwalters74,1539.0,4044,2025-08-07,2505.0,2263.0,5411,3148.0,ok
1259245972907622400,2025-08-07,Tahj Brooks,12543,tahj-brooks-1758,jwalters74,lndahayo,45.0,2292,2025-08-07,2247.0,14.0,1575,1561.0,ok
1259211370491023360,2025-08-07,Rome Odunze,11620,rome-odunze-1587,lndahayo,cjsyregelas,3258.0,5050,2025-08-07,1792.0,3243.0,5225,1982.0,ok
1259211370491023360,2025-08-07,Nico Collins,7569,nico-collins-1040,cjsyregelas,lndahayo,5116.0,6521,2025-08-07,1405.0,4506.0,5582,1076.0,ok
1259211370491023360,2025-08-07,Brian Robinson,8154,brian-robinson-1232,lndahayo,cjsyregelas,726.0,3104,2025-08-07,2378.0,57.0,2362,2305.0,ok
1259206111249039360,2025-08-07,Mike Evans,2216,mike-evans-275,zachlearningtogolf,mgaeta23,1297.0,3813,2025-08-07,2516.0,750.0,3293,2543.0,ok
1259206111249039360,2025-08-07,David Njoku,4033,david-njoku-252,zachlearningtogolf,mgaeta23,1252.0,3121,2025-08-07,1869.0,66.0,2236,2170.0,ok
1259206111249039360,2025-08-07,Alvin Kamara,4035,alvin-kamara-282,zachlearningtogolf,mgaeta23,969.0,3612,2025-08-07,2643.0,58.0,2092,2034.0,ok
1259206111249039360,2025-08-07,Christian Kirk,4950,christian-kirk-221,zachlearningtogolf,mgaeta23,289.0,2302,2025-08-07,2013.0,33.0,1784,1751.0,ok
1259206111249039360,2025-08-07,Calvin Ridley,4981,calvin-ridley-293,mgaeta23,zachlearningtogolf,670.0,3185,2025-08-07,2515.0,49.0,1710,1661.0,ok
1259206111249039360,2025-08-07,Dallas Goedert,5022,dallas-goedert-382,mgaeta23,zachlearningtogolf,399.0,2510,2025-08-07,2111.0,303.0,2628,2325.0,ok
1259206111249039360,2025-08-07,Tony Pollard,5967,tony-pollard-344,mgaeta23,zachlearningtogolf,824.0,2984,2025-08-07,2160.0,295.0,2757,2462.0,ok
1259206111249039360,2025-08-07,AJ Dillon,6828,,zachlearningtogolf,mgaeta23,0.0,,,,2.0,,,no_ktc_data
1259206111249039360,2025-08-07,Noah Gray,7828,noah-gray-1059,mgaeta23,zachlearningtogolf,36.0,1872,2025-08-07,1836.0,6.0,1540,1534.0,ok
1259206111249039360,2025-08-07,Tyjae Spears,9508,tyjae-spears-1417,mgaeta23,zachlearningtogolf,225.0,2950,2025-08-07,2725.0,82.0,2500,2418.0,ok
1256714512900292608,2025-07-31,Keon Coleman,11637,keon-coleman-1588,brevinowens,jakeduf,505.0,3380,2025-07-31,2875.0,54.0,2300,2246.0,ok
1256714512900292608,2025-07-31,T.J. Hockenson,5844,tj-hockenson-247,jakeduf,brevinowens,2055.0,3898,2025-07-31,1843.0,199.0,2609,2410.0,ok
1251046974694637568,2025-07-16,Marquise Brown,5848,marquise-brown-311,mgaeta23,donewton,185.0,2302,2025-07-16,2117.0,0.0,1434,1434.0,ok
1251038903863881728,2025-07-16,Phil Mafah,12738,phil-mafah-1763,donewton,zachlearningtogolf,18.0,1294,2025-07-16,1276.0,3.0,1231,1228.0,ok
1251038903863881728,2025-07-16,Javonte Williams,7588,javonte-williams-1033,donewton,zachlearningtogolf,207.0,2737,2025-07-16,2530.0,1602.0,4620,3018.0,ok
1248286928684462080,2025-07-08,Isiah Pacheco,8205,isiah-pacheco-1266,jwalters74,wkerwin,716.0,3206,2025-07-08,2490.0,75.0,2280,2205.0,ok
1243355152602103808,2025-06-24,Jack Bech,12483,jack-bech-1778,thekylecasey,jwalters74,323.0,3252,2025-06-24,2929.0,85.0,2274,2189.0,ok
1243355152602103808,2025-06-24,Tyreek Hill,3321,tyreek-hill-286,jwalters74,thekylecasey,2486.0,3717,2025-06-24,1231.0,289.0,1266,977.0,ok
1243355152602103808,2025-06-24,Jauan Jennings,7049,jauan-jennings-576,thekylecasey,jwalters74,571.0,3129,2025-06-24,2558.0,216.0,2293,2077.0,ok
1234547168593858560,2025-05-31,Josh Jacobs,5850,josh-jacobs-303,gnewman4,jwalters74,2612.0,4869,2025-05-31,2257.0,1020.0,4114,3094.0,ok
1234547168593858560,2025-05-31,David Montgomery,5892,david-montgomery-288,jwalters74,gnewman4,1140.0,3696,2025-05-31,2556.0,824.0,3449,2625.0,ok
1230670926694076416,2025-05-20,Keenan Allen,1479,keenan-allen-265,zachlearningtogolf,donewton,158.0,1737,2025-05-20,1579.0,16.0,1210,1194.0,ok
1230670926694076416,2025-05-20,Jonnu Smith,4144,jonnu-smith-84,zachlearningtogolf,donewton,582.0,2638,2025-05-20,2056.0,7.0,669,662.0,ok
1230670926694076416,2025-05-20,Brenton Strange,9480,brenton-strange-1461,donewton,zachlearningtogolf,102.0,2604,2025-05-20,2502.0,563.0,3065,2502.0,ok
1228149347338698753,2025-05-13,Brashard Smith,12455,brashard-smith-1749,donewton,lndahayo,38.0,1472,2025-05-13,1434.0,16.0,1666,1650.0,ok
1227129044529582080,2025-05-11,Javonte Williams,7588,javonte-williams-1033,zachlearningtogolf,jwalters74,207.0,2731,2025-05-11,2524.0,1602.0,4620,3018.0,ok
1226043559040270336,2025-05-08,Khalil Shakir,8134,khalil-shakir-1278,jakeduf,donewton,899.0,3626,2025-05-08,2727.0,402.0,2867,2465.0,ok
1225522406177652736,2025-05-06,Ladd McConkey,11635,ladd-mcconkey-1598,cjsyregelas,jwalters74,4950.0,6371,2025-05-06,1421.0,3699.0,5588,1889.0,ok
1225522406177652736,2025-05-06,Mason Taylor,12498,mason-taylor-1806,cjsyregelas,jwalters74,272.0,2844,2025-05-06,2572.0,88.0,2258,2170.0,ok
1225522406177652736,2025-05-06,Tyler Warren,12518,tyler-warren-1802,jwalters74,cjsyregelas,1719.0,4695,2025-05-06,2976.0,2687.0,5928,3241.0,ok
1225522406177652736,2025-05-06,Josh Jacobs,5850,josh-jacobs-303,jwalters74,cjsyregelas,2876.0,4767,2025-05-06,1891.0,1020.0,4114,3094.0,ok
1225522406177652736,2025-05-06,George Pickens,8137,george-pickens-1279,jwalters74,cjsyregelas,1372.0,4080,2025-05-06,2708.0,4613.0,6154,1541.0,ok
1225522406177652736,2025-05-06,Brian Robinson,8154,brian-robinson-1232,cjsyregelas,jwalters74,731.0,3338,2025-05-06,2607.0,57.0,2362,2305.0,ok
1225160597755142144,2025-05-05,Will Howard,12511,will-howard-1736,zachlearningtogolf,gnewman4,93.0,2208,2025-05-05,2115.0,18.0,1714,1696.0,ok
1225160597755142144,2025-05-05,Geno Smith,1373,geno-smith-671,gnewman4,zachlearningtogolf,907.0,3290,2025-05-05,2383.0,269.0,2160,1891.0,ok
1225135748596899840,2025-05-05,Tyjae Spears,9508,tyjae-spears-1417,zachlearningtogolf,wkerwin,195.0,2937,2025-05-05,2742.0,82.0,2500,2418.0,ok
1224849692341309440,2025-05-04,Stefon Diggs,2449,stefon-diggs-262,jwalters74,wkerwin,357.0,2883,2025-05-04,2526.0,192.0,2827,2635.0,ok
1224849692341309440,2025-05-04,Brian Robinson,8154,brian-robinson-1232,jwalters74,wkerwin,731.0,3337,2025-05-04,2606.0,57.0,2362,2305.0,ok
1224849692341309440,2025-05-04,Tyjae Spears,9508,tyjae-spears-1417,wkerwin,jwalters74,195.0,2919,2025-05-04,2724.0,82.0,2500,2418.0,ok
1224449044198203392,2025-05-03,Rashee Rice,10229,rashee-rice-1447,gnewman4,zachlearningtogolf,2917.0,5334,2025-05-03,2417.0,2783.0,4988,2205.0,ok
1224449044198203392,2025-05-03,Brian Thomas,11631,brian-thomas-jr-1589,zachlearningtogolf,gnewman4,6782.0,7551,2025-05-03,769.0,1889.0,4813,2924.0,ok
1224449044198203392,2025-05-03,Will Howard,12511,will-howard-1736,gnewman4,zachlearningtogolf,93.0,2202,2025-05-03,2109.0,18.0,1714,1696.0,ok
1224449044198203392,2025-05-03,Will Levis,9999,will-levis-1402,zachlearningtogolf,gnewman4,83.0,1466,2025-05-03,1383.0,2.0,1129,1127.0,ok
1223771077000306688,2025-05-01,DeMario Douglas,9501,demario-douglas-1468,jwalters74,tylerpilgrim,112.0,2222,2025-05-01,2110.0,26.0,1871,1845.0,ok
1223771077000306688,2025-05-01,Quentin Johnston,9754,quentin-johnston-1441,tylerpilgrim,jwalters74,232.0,2421,2025-05-01,2189.0,662.0,3448,2786.0,ok
1223664469255671808,2025-05-01,Will Shipley,11577,will-shipley-1572,cjsyregelas,donewton,35.0,1700,2025-05-01,1665.0,11.0,1457,1446.0,ok
1223664469255671808,2025-05-01,Justice Hill,5995,justice-hill-368,cjsyregelas,donewton,43.0,1428,2025-05-01,1385.0,10.0,1485,1475.0,ok
1223663647079792640,2025-05-01,Zach Wilson,7538,,mgaeta23,donewton,3.0,,,,2.0,,,no_ktc_data
1223523595133657088,2025-05-01,Trey Benson,11589,trey-benson-1565,jwalters74,tylerpilgrim,405.0,3147,2025-05-01,2742.0,34.0,2033,1999.0,ok
1223523595133657088,2025-05-01,Jerry Jeudy,6783,jerry-jeudy-545,tylerpilgrim,jwalters74,1448.0,3796,2025-05-01,2348.0,143.0,2464,2321.0,ok
1223496024669028352,2025-05-01,Tyler Allgeier,8132,tyler-allgeier-1228,gnewman4,tylerpilgrim,126.0,2232,2025-05-01,2106.0,188.0,2702,2514.0,ok
1223495018262581248,2025-05-01,Tucker Kraft,9484,tucker-kraft-1418,gnewman4,jwalters74,1090.0,3301,2025-05-01,2211.0,2216.0,4899,2683.0,ok
1223467807560183808,2025-05-01,Adonai Mitchell,11625,adonai-mitchell-1597,jakeduf,zachlearningtogolf,183.0,2682,2025-05-01,2499.0,134.0,2583,2449.0,ok
1223467807560183808,2025-05-01,Tutu Atwell,7562,,jakeduf,zachlearningtogolf,22.0,,,,8.0,,,no_ktc_data
1223400000990486528,2025-04-30,Jalen McMillan,11618,jalen-mcmillan-1599,donewton,zachlearningtogolf,826.0,3026,2025-04-30,2200.0,275.0,2990,2715.0,ok
1223400000990486528,2025-04-30,Jonnu Smith,4144,jonnu-smith-84,donewton,zachlearningtogolf,592.0,2663,2025-04-30,2071.0,7.0,669,662.0,ok
1223400000990486528,2025-04-30,Noah Gray,7828,noah-gray-1059,zachlearningtogolf,donewton,71.0,2061,2025-04-30,1990.0,6.0,1540,1534.0,ok
1223400000990486528,2025-04-30,Khalil Shakir,8134,khalil-shakir-1278,donewton,zachlearningtogolf,1072.0,3682,2025-04-30,2610.0,402.0,2867,2465.0,ok
1223058419775193088,2025-04-29,Joe Mixon,4018,,mgaeta23,zachlearningtogolf,1514.0,,,,8.0,,,no_ktc_data
1223058419775193088,2025-04-29,Deebo Samuel,5872,deebo-samuel-383,mgaeta23,zachlearningtogolf,727.0,3047,2025-04-29,2320.0,107.0,2401,2294.0,ok
1223058419775193088,2025-04-29,Tony Pollard,5967,tony-pollard-344,zachlearningtogolf,mgaeta23,901.0,2988,2025-04-29,2087.0,295.0,2757,2462.0,ok
1223058419775193088,2025-04-29,Khalil Shakir,8134,khalil-shakir-1278,zachlearningtogolf,mgaeta23,1072.0,3651,2025-04-29,2579.0,402.0,2867,2465.0,ok
1223003680916123648,2025-04-29,Ladd McConkey,11635,ladd-mcconkey-1598,jwalters74,donewton,4950.0,6392,2025-04-29,1442.0,3699.0,5588,1889.0,ok
1223003680916123648,2025-04-29,CeeDee Lamb,6786,ceedee-lamb-546,donewton,jwalters74,8518.0,7964,2025-04-29,-554.0,7521.0,7162,-359.0,ok
1222779260813459456,2025-04-29,Ray Davis,11575,ray-davis-1574,zachlearningtogolf,jwalters74,177.0,2639,2025-04-29,2462.0,36.0,1947,1911.0,ok
1222779260813459456,2025-04-29,Geno Smith,1373,geno-smith-671,zachlearningtogolf,jwalters74,892.0,3386,2025-04-29,2494.0,269.0,2160,1891.0,ok
1222779260813459456,2025-04-29,Christian McCaffrey,4034,christian-mccaffrey-283,jwalters74,zachlearningtogolf,3391.0,4634,2025-04-29,1243.0,3391.0,5366,1975.0,ok
1222779260813459456,2025-04-29,Baker Mayfield,4892,baker-mayfield-215,jwalters74,zachlearningtogolf,4209.0,5392,2025-04-29,1183.0,2693.0,4647,1954.0,ok
1222779260813459456,2025-04-29,J.K. Dobbins,6806,jk-dobbins-636,jwalters74,zachlearningtogolf,205.0,2273,2025-04-29,2068.0,226.0,3106,2880.0,ok
1222779260813459456,2025-04-29,James Cook,8138,james-cook-1231,zachlearningtogolf,jwalters74,3431.0,4747,2025-04-29,1316.0,4927.0,6185,1258.0,ok
1222706043209924608,2025-04-28,Courtland Sutton,5045,courtland-sutton-226,donewton,thekylecasey,1013.0,3498,2025-04-28,2485.0,741.0,3088,2347.0,ok
1222706043209924608,2025-04-28,Tank Dell,9502,tank-dell-1438,thekylecasey,donewton,292.0,2804,2025-04-28,2512.0,80.0,2643,2563.0,ok
1220272163022438400,2025-04-22,Davante Adams,2133,davante-adams-277,donewton,zachlearningtogolf,1105.0,3644,2025-04-22,2539.0,786.0,3431,2645.0,ok
1220272163022438400,2025-04-22,Justin Fields,7591,justin-fields-1015,zachlearningtogolf,donewton,892.0,4132,2025-04-22,3240.0,79.0,1881,1802.0,ok
1220272163022438400,2025-04-22,Brenton Strange,9480,brenton-strange-1461,zachlearningtogolf,donewton,72.0,2748,2025-04-22,2676.0,563.0,3065,2502.0,ok
